iteration,reward_mean,length_mean,games,loss
1318000,21.33,24.33,12,0.008204517886042595
1318500,27.25,30.25,12,0.007468700408935547
1319000,24.5,27.5,12,0.00798952579498291
1319500,23.83,26.83,12,0.0064773415215313435
1320000,26.83,29.83,12,0.015159753151237965
1320500,26.67,29.67,12,0.01788843423128128
1321000,28.33,31.33,12,0.02192091941833496
1321500,22.33,25.33,12,0.008826668374240398
1322000,23.42,26.42,12,0.01307564228773117
1322500,24.17,27.17,12,0.024259760975837708
1323000,22.33,25.33,12,0.0063659390434622765
1323500,23.42,26.42,12,0.014455201104283333
1324000,21.92,24.92,12,0.007160348817706108
1324500,23.42,26.42,12,0.01737554557621479
1325000,21.92,24.92,13,0.007996808737516403
1325500,25.75,28.75,12,0.00953909382224083
1326000,27.67,30.67,12,0.013841984793543816
1326500,17.83,20.83,12,0.005059599876403809
1327000,29.33,32.33,12,0.011073926463723183
1327500,24.75,27.75,12,0.01044921763241291
1328000,26.17,29.17,12,0.01827142760157585
1328500,23.92,26.92,12,0.011121608316898346
1329000,27.25,30.25,12,0.009269519709050655
1329500,23.58,26.58,12,0.012332785874605179
1330000,23.08,26.08,12,0.04014274850487709
1330500,23.0,26.0,12,0.009768687188625336
1331000,25.08,28.08,12,0.007449922151863575
1331500,25.58,28.58,12,0.01759825274348259
1332000,27.08,30.08,12,0.01910664513707161
1332500,24.33,27.33,12,0.019020501524209976
1333000,21.67,24.67,12,0.005157006438821554
1333500,23.17,26.17,12,0.008790045976638794
1334000,18.33,21.33,12,0.009072648361325264
1334500,26.58,29.58,12,0.007989310659468174
1335000,25.5,28.5,12,0.021204672753810883
1335500,24.83,27.83,12,0.022208724170923233
1336000,28.58,31.58,12,0.012700699269771576
1336500,27.42,30.42,12,0.00783696398139
1337000,20.33,23.33,12,0.01317622046917677
1337500,25.0,28.0,12,0.006752315908670425
1338000,16.58,19.58,12,0.02230587974190712
1338500,17.67,20.67,12,0.036572039127349854
1339000,25.5,28.5,12,0.006815706845372915
1339500,22.25,25.25,12,0.009784353896975517
1340000,26.0,29.0,12,0.006843533366918564
1340500,24.33,27.33,12,0.011820962652564049
1341000,24.92,27.92,12,0.01455183606594801
1341500,28.83,31.83,12,0.0073480671271681786
1342000,25.42,28.42,12,0.01097179763019085
1342500,26.08,29.08,12,0.02692033164203167
1343000,24.08,27.08,12,0.022263433784246445
1343500,24.83,27.83,12,0.00757091399282217
1344000,21.17,24.17,12,0.011524137109518051
1344500,21.67,24.67,12,0.007977977395057678
1345000,23.75,26.75,12,0.02084890380501747
1345500,25.17,28.17,12,0.013957798480987549
1346000,27.83,30.83,12,0.010022800415754318
1346500,20.42,23.42,12,0.05565999075770378
1347000,25.92,28.92,12,0.00967964343726635
1347500,21.75,24.75,12,0.010098524391651154
1348000,21.17,24.17,12,0.03072492964565754
1348500,20.42,23.42,12,0.01066708005964756
1349000,23.83,26.83,12,0.028966855257749557
1349500,21.58,24.58,12,0.019794149324297905
1350000,19.75,22.75,12,0.010888858698308468
1350500,18.17,21.17,12,0.009949928149580956
1351000,26.0,29.0,12,0.015173280611634254
1351500,23.0,26.0,12,0.02544466033577919
1352000,21.33,24.33,12,0.008384193293750286
1352500,21.5,24.5,12,0.006787357851862907
1353000,22.08,25.08,12,0.011006115935742855
1353500,26.0,29.0,12,0.0131967943161726
1354000,23.58,26.58,12,0.03253035619854927
1354500,26.67,29.67,12,0.01690550707280636
1355000,23.0,26.0,12,0.01871955208480358
1355500,23.58,26.58,12,0.006875448860228062
1356000,26.25,29.25,12,0.008792652748525143
1356500,24.42,27.42,12,0.0246259942650795
1357000,26.17,29.17,12,0.00795807782560587
1357500,24.58,27.58,12,0.02487378567457199
1358000,22.92,25.92,12,0.01693364605307579
1358500,23.25,26.25,12,0.012653038837015629
1359000,23.42,26.42,12,0.009937428869307041
1359500,30.62,33.62,13,0.014137284830212593
1360000,23.17,26.17,12,0.0065657002851367
1360500,25.92,28.92,12,0.027846239507198334
1361000,24.08,27.08,12,0.01598280481994152
1361500,21.17,24.17,12,0.011364546604454517
1362000,26.83,29.83,12,0.007837414741516113
1362500,19.58,22.58,12,0.011011756956577301
1363000,28.5,31.5,12,0.006090908776968718
1363500,22.17,25.17,12,0.008489353582262993
1364000,30.25,33.25,12,0.01124655082821846
1364500,23.83,26.83,12,0.008542018942534924
1365000,24.92,27.92,12,0.007018859963864088
1365500,17.17,20.17,12,0.021777812391519547
1366000,21.83,24.83,12,0.00832089502364397
1366500,22.17,25.17,12,0.007203911431133747
1367000,23.42,26.42,12,0.02836068533360958
1367500,22.0,25.0,12,0.014137230813503265
1368000,24.75,27.75,12,0.013798832893371582
1368500,24.25,27.25,12,0.014589427039027214
1369000,23.0,26.0,12,0.009339060634374619
1369500,28.58,31.58,12,0.02647598646581173
1370000,25.58,28.58,12,0.006553319748491049
1370500,26.17,29.17,12,0.006087824702262878
1371000,24.33,27.33,12,0.009648141451179981
1371500,22.75,25.75,12,0.006914389319717884
1372000,23.0,26.0,12,0.011943935416638851
1372500,23.42,26.42,12,0.012789545580744743
1373000,28.33,31.33,12,0.023126110434532166
1373500,27.58,30.58,12,0.010146627202630043
1374000,21.42,24.42,12,0.026864033192396164
1374500,24.33,27.33,12,0.01425080094486475
1375000,21.5,24.5,12,0.00945458747446537
1375500,20.83,23.83,12,0.00852414034307003
1376000,27.58,30.58,12,0.010968399234116077
1376500,25.92,28.92,12,0.026732752099633217
1377000,21.83,24.83,12,0.016307717189192772
1377500,26.58,29.58,12,0.0355784110724926
1378000,26.75,29.75,12,0.009884697385132313
1378500,23.92,26.92,12,0.004713422618806362
1379000,21.83,24.83,12,0.012423858977854252
1379500,26.0,29.0,12,0.01623338833451271
1380000,25.0,28.0,13,0.011385875754058361
1380500,19.92,22.92,12,0.019355524331331253
1381000,24.0,27.0,12,0.01536842156201601
1381500,19.75,22.75,12,0.016192182898521423
1382000,24.75,27.75,12,0.009642881341278553
1382500,23.17,26.17,12,0.006400926969945431
1383000,24.58,27.58,12,0.014668717980384827
1383500,26.08,29.08,12,0.014428827911615372
1384000,20.5,23.5,12,0.016773777082562447
1384500,25.67,28.67,12,0.01119141560047865
1385000,26.92,29.92,12,0.02314591407775879
1385500,29.58,32.58,12,0.019432801753282547
1386000,28.25,31.25,12,0.01295937318354845
1386500,24.25,27.25,12,0.017798887565732002
1387000,19.25,22.25,12,0.010060099884867668
1387500,26.17,29.17,12,0.007999151013791561
1388000,21.92,24.92,12,0.03260359168052673
1388500,22.75,25.75,12,0.00836535170674324
1389000,21.08,24.08,12,0.022481443360447884
1389500,22.0,25.0,12,0.011024370789527893
1390000,26.75,29.75,12,0.0374617725610733
1390500,22.17,25.17,12,0.010078409686684608
1391000,22.25,25.25,12,0.02135852724313736
1391500,25.83,28.83,12,0.011457519605755806
1392000,21.17,24.17,12,0.005350274499505758
1392500,25.58,28.58,12,0.012121735140681267
1393000,27.08,30.08,12,0.017118342220783234
1393500,25.17,28.17,12,0.011007602326571941
1394000,20.25,23.25,12,0.004754242487251759
