iteration,reward_mean,length_mean,games,loss
537000,7.58,10.58,12,0.015139884315431118
537500,7.0,10.0,12,0.023111987859010696
538000,4.67,7.67,12,0.028231164440512657
538500,3.5,6.5,12,0.007850730791687965
539000,7.67,10.67,12,0.01544959843158722
539500,3.42,6.42,12,0.024239633232355118
540000,8.33,11.33,12,0.021182723343372345
540500,7.17,10.17,12,0.009595360606908798
541000,8.33,11.33,12,0.011555846780538559
541500,7.69,10.69,13,0.016075218096375465
542000,6.67,9.67,12,0.022781748324632645
542500,11.5,14.5,12,0.02066265419125557
543000,6.17,9.17,12,0.017187459394335747
543500,12.67,15.67,12,0.022324785590171814
544000,6.83,9.83,12,0.015986647456884384
544500,9.0,12.0,12,0.0244511179625988
545000,9.17,12.17,12,0.011213714256882668
545500,7.75,10.75,12,0.025796279311180115
546000,8.69,11.69,13,0.023059599101543427
546500,7.33,10.33,12,0.007975650951266289
547000,10.08,13.08,12,0.028484895825386047
547500,9.92,12.92,12,0.01113533042371273
548000,8.83,11.83,12,0.02196342870593071
548500,8.33,11.33,12,0.012936638668179512
549000,8.42,11.42,12,0.01693987101316452
549500,8.83,11.83,12,0.025067126378417015
550000,8.5,11.5,12,0.008348758332431316
550500,10.08,13.08,12,0.020474623888731003
551000,12.42,15.42,12,0.017303474247455597
551500,7.75,10.75,12,0.008861933834850788
552000,9.67,12.67,12,0.011009194888174534
552500,7.75,10.75,12,0.008358471095561981
553000,9.42,12.42,12,0.021002518013119698
553500,7.17,10.17,12,0.01160511840134859
554000,10.08,13.08,12,0.018266668543219566
554500,9.5,12.5,12,0.016653627157211304
555000,10.42,13.42,12,0.0208541601896286
555500,5.67,8.67,12,0.015662625432014465
556000,4.92,7.92,12,0.012016655877232552
556500,8.92,11.92,12,0.018199868500232697
557000,7.5,10.5,12,0.024210268631577492
557500,11.33,14.33,12,0.02555404044687748
558000,10.75,13.75,12,0.013668802566826344
558500,10.75,13.75,12,0.01112815085798502
559000,9.08,12.08,12,0.021182343363761902
559500,12.0,15.0,12,0.012177042663097382
560000,8.67,11.67,12,0.044481199234724045
560500,10.08,13.08,12,0.030569294467568398
561000,8.0,11.0,12,0.021782048046588898
561500,9.67,12.67,12,0.021621335297822952
562000,9.25,12.25,12,0.017282994464039803
562500,11.17,14.17,12,0.024647925049066544
563000,7.67,10.67,12,0.018330637365579605
563500,7.83,10.83,12,0.018393803387880325
564000,10.83,13.83,12,0.015998203307390213
564500,7.67,10.67,12,0.03150491416454315
565000,9.58,12.58,12,0.03154580295085907
565500,11.83,14.83,12,0.02149392105638981
566000,11.75,14.75,12,0.026237796992063522
566500,9.17,12.17,12,0.024384576827287674
567000,12.42,15.42,12,0.012666312977671623
567500,12.83,15.83,12,0.017563439905643463
568000,10.08,13.08,12,0.018056852743029594
568500,12.75,15.75,12,0.01704866997897625
569000,13.25,16.25,12,0.013387111946940422
569500,12.33,15.33,12,0.030504807829856873
570000,10.17,13.17,12,0.011888054199516773
570500,9.75,12.75,12,0.011401642113924026
571000,10.67,13.67,12,0.023808665573596954
571500,12.92,15.92,12,0.017983049154281616
572000,12.33,15.33,12,0.027550984174013138
572500,14.33,17.33,12,0.017504330724477768
573000,14.67,17.67,12,0.018197081983089447
573500,14.33,17.33,12,0.015219992026686668
574000,13.17,16.17,12,0.012709838338196278
574500,14.17,17.17,12,0.02164675109088421
575000,10.58,13.58,12,0.029938340187072754
575500,10.92,13.92,12,0.02534441463649273
576000,13.67,16.67,12,0.011902505531907082
576500,11.58,14.58,12,0.01663661003112793
577000,9.92,12.92,12,0.017383286729454994
577500,15.58,18.58,12,0.015622349455952644
578000,9.75,12.75,12,0.016451800242066383
578500,11.42,14.42,12,0.022677410393953323
579000,10.5,13.5,12,0.0164372269064188
579500,11.42,14.42,12,0.014841650612652302
580000,12.17,15.17,12,0.023125838488340378
580500,12.67,15.67,12,0.01533060148358345
581000,12.0,15.0,12,0.022509446367621422
581500,15.08,18.08,12,0.04443260654807091
582000,10.83,13.83,12,0.031033866107463837
582500,15.92,18.92,12,0.02328616753220558
583000,11.5,14.5,12,0.021076761186122894
583500,13.67,16.67,12,0.0192117840051651
584000,10.75,13.75,12,0.018335871398448944
584500,15.25,18.25,12,0.01319922786206007
585000,14.33,17.33,12,0.029869696125388145
585500,14.25,17.25,12,0.02726132422685623
586000,12.67,15.67,12,0.010310616344213486
586500,14.92,17.92,12,0.04019414633512497
587000,15.75,18.75,12,0.017597630620002747
587500,11.67,14.67,12,0.016953779384493828
588000,12.75,15.75,12,0.010447924956679344
588500,10.92,13.92,12,0.024494532495737076
589000,12.54,15.54,13,0.013738397508859634
589500,9.92,12.92,12,0.019812671467661858
590000,13.17,16.17,12,0.036012109369039536
590500,15.17,18.17,12,0.02814805507659912
591000,16.08,19.08,12,0.024025479331612587
591500,9.92,12.92,12,0.016777649521827698
592000,15.5,18.5,12,0.02093101479113102
592500,12.5,15.5,12,0.021477963775396347
593000,10.83,13.83,12,0.022315431386232376
593500,14.25,17.25,12,0.01850694790482521
594000,10.58,13.58,12,0.036854811012744904
594500,11.0,14.0,12,0.027953632175922394
595000,12.5,15.5,12,0.032782040536403656
595500,13.75,16.75,12,0.020279398187994957
596000,14.58,17.58,12,0.015149860642850399
596500,16.5,19.5,12,0.01529655046761036
597000,11.08,14.08,12,0.015464309602975845
597500,15.0,18.0,12,0.01692814566195011
598000,16.92,19.92,12,0.011044075712561607
598500,16.0,19.0,12,0.012891411781311035
599000,12.5,15.5,12,0.014375659637153149
599500,16.67,19.67,12,0.024093620479106903
600000,11.08,14.08,13,0.024830611422657967
600500,10.92,13.92,12,0.027674123644828796
601000,14.92,17.92,12,0.01020728051662445
601500,16.92,19.92,12,0.024881752207875252
602000,12.58,15.58,12,0.00803290493786335
602500,15.58,18.58,12,0.027098022401332855
603000,17.0,20.0,12,0.022487126290798187
603500,13.33,16.33,12,0.025107763707637787
604000,14.33,17.33,12,0.015712983906269073
604500,15.17,18.17,12,0.03832026571035385
605000,9.58,12.58,12,0.015328376553952694
605500,16.33,19.33,12,0.014014013111591339
606000,9.67,12.67,12,0.01849544234573841
606500,14.75,17.75,12,0.039308059960603714
607000,17.58,20.58,12,0.01703835465013981
607500,15.5,18.5,12,0.026932237669825554
608000,12.25,15.25,12,0.01633100025355816
608500,19.33,22.33,12,0.022844772785902023
609000,15.08,18.08,12,0.027943797409534454
609500,15.33,18.33,12,0.021126914769411087
610000,13.08,16.08,12,0.022460781037807465
610500,14.83,17.83,12,0.0311282929033041
611000,13.33,16.33,12,0.021034572273492813
611500,13.5,16.5,12,0.019569311290979385
612000,12.58,15.58,12,0.032454170286655426
612500,10.58,13.58,12,0.01760721206665039
613000,14.17,17.17,12,0.0177615899592638
613500,14.33,17.33,12,0.04008140042424202
614000,17.5,20.5,12,0.014802498742938042
614500,15.75,18.75,12,0.021603580564260483
615000,16.58,19.58,12,0.017145724967122078
615500,17.83,20.83,12,0.028111793100833893
616000,12.67,15.67,12,0.02744053490459919
616500,17.42,20.42,12,0.016471346840262413
617000,13.58,16.58,12,0.021894672885537148
617500,14.83,17.83,12,0.03636849671602249
618000,12.08,15.08,12,0.041252605617046356
618500,15.42,18.42,12,0.03435925766825676
619000,13.25,16.25,12,0.015287568792700768
619500,16.67,19.67,12,0.017695359885692596
620000,16.67,19.67,12,0.032671548426151276
620500,13.58,16.58,12,0.020762039348483086
621000,13.08,16.08,12,0.025926783680915833
621500,15.83,18.83,12,0.03335258364677429
622000,17.58,20.58,12,0.01779557392001152
622500,15.75,18.75,12,0.018973369151353836
623000,15.42,18.42,12,0.012029710225760937
623500,15.75,18.75,12,0.01913815550506115
624000,19.42,22.42,12,0.01604694128036499
624500,18.5,21.5,12,0.010724249295890331
625000,14.83,17.83,12,0.020258132368326187
625500,17.5,20.5,12,0.04115419462323189
626000,16.58,19.58,12,0.010383585467934608
626500,18.08,21.08,12,0.024274852126836777
627000,17.0,20.0,12,0.016691042110323906
627500,17.17,20.17,12,0.03292558342218399
628000,17.08,20.08,12,0.011472903192043304
628500,15.92,18.92,12,0.016989964991807938
629000,13.25,16.25,12,0.010811935178935528
629500,15.33,18.33,12,0.016289373859763145
630000,18.0,21.0,12,0.03084205463528633
630500,15.08,18.08,12,0.030174609273672104
631000,18.33,21.33,12,0.025103427469730377
631500,17.58,20.58,12,0.03342674300074577
632000,15.75,18.75,12,0.02349310740828514
632500,17.67,20.67,12,0.017200065776705742
633000,15.0,18.0,12,0.022896280512213707
633500,17.92,20.92,12,0.017917081713676453
634000,14.08,17.08,12,0.021309934556484222
634500,15.92,18.92,12,0.03027675673365593
635000,19.25,22.25,12,0.02406744286417961
635500,13.25,16.25,12,0.027468018233776093
636000,16.83,19.83,12,0.029919035732746124
636500,18.08,21.08,12,0.024908028542995453
637000,18.58,21.58,12,0.025926971808075905
637500,18.92,21.92,12,0.0262119360268116
638000,17.33,20.33,12,0.01540092471987009
638500,20.92,23.92,12,0.030037567019462585
639000,18.33,21.33,12,0.029841428622603416
639500,16.0,19.0,12,0.019698912277817726
640000,16.67,19.67,12,0.03894419223070145
640500,20.0,23.0,12,0.010926526039838791
641000,17.08,20.08,12,0.033229343593120575
641500,17.75,20.75,12,0.023128503933548927
642000,16.58,19.58,12,0.022661622613668442
642500,17.38,20.38,13,0.015734577551484108
643000,18.25,21.25,12,0.029309025034308434
643500,14.58,17.58,12,0.012814825400710106
644000,21.42,24.42,12,0.03775446489453316
644500,19.42,22.42,12,0.016676396131515503
645000,13.0,16.0,12,0.045563954859972
645500,17.08,20.08,12,0.010113404132425785
646000,19.17,22.17,12,0.022623073309659958
646500,19.17,22.17,12,0.02323784865438938
647000,17.92,20.92,12,0.014048157259821892
647500,17.67,20.67,12,0.017143534496426582
648000,21.17,24.17,12,0.01086311973631382
648500,17.83,20.83,12,0.02942253090441227
649000,15.58,18.58,12,0.012810970656573772
649500,12.92,15.92,12,0.014058966189622879
650000,19.5,22.5,12,0.016332564875483513
650500,19.08,22.08,12,0.03061123937368393
651000,16.17,19.17,12,0.0139479860663414
651500,13.42,16.42,12,0.018726881593465805
652000,17.25,20.25,12,0.01695559360086918
652500,13.5,16.5,12,0.015526839531958103
653000,16.42,19.42,12,0.02975403517484665
653500,20.42,23.42,12,0.014396739192306995
654000,17.62,20.62,13,0.014520284719765186
654500,18.25,21.25,12,0.012098032981157303
655000,18.92,21.92,12,0.01499328576028347
655500,16.17,19.17,12,0.024735134094953537
656000,17.42,20.42,12,0.01766536384820938
656500,19.33,22.33,12,0.014697548002004623
657000,18.42,21.42,12,0.0293520949780941
657500,18.42,21.42,12,0.019899800419807434
658000,18.83,21.83,12,0.011906931176781654
658500,18.33,21.33,12,0.022382523864507675
659000,21.75,24.75,12,0.026232853531837463
659500,17.67,20.67,12,0.01620234176516533
660000,18.33,21.33,12,0.011891532689332962
660500,13.08,16.08,12,0.038963787257671356
661000,21.5,24.5,12,0.017582066357135773
661500,21.83,24.83,12,0.02105209045112133
662000,17.83,20.83,12,0.02249431237578392
662500,15.75,18.75,12,0.015112455934286118
663000,18.0,21.0,12,0.011443255469202995
663500,20.0,23.0,12,0.018905960023403168
664000,15.42,18.42,12,0.037770047783851624
664500,17.08,20.08,12,0.025083307176828384
665000,18.08,21.08,12,0.03597413748502731
665500,18.42,21.42,12,0.009667731821537018
666000,15.92,18.92,12,0.0121116628870368
666500,20.25,23.25,12,0.024572232738137245
667000,19.33,22.33,12,0.020987119525671005
667500,17.58,20.58,12,0.020138096064329147
668000,16.17,19.17,12,0.019808044657111168
668500,20.92,23.92,12,0.03066279925405979
669000,22.25,25.25,12,0.012239538133144379
669500,16.5,19.5,12,0.031119633466005325
670000,21.25,24.25,12,0.02355807088315487
670500,16.42,19.42,12,0.021043317392468452
671000,21.0,24.0,12,0.017682023346424103
671500,17.33,20.33,12,0.02152298204600811
672000,18.58,21.58,12,0.02203063853085041
672500,19.17,22.17,12,0.02479008212685585
673000,16.92,19.92,12,0.01097526028752327
673500,22.92,25.92,12,0.008982359431684017
674000,18.08,21.08,12,0.018808865919709206
674500,14.33,17.33,12,0.02026832476258278
675000,16.83,19.83,12,0.017272762954235077
675500,18.17,21.17,12,0.013491824269294739
676000,20.33,23.33,12,0.02103808894753456
676500,17.5,20.5,12,0.011914730072021484
677000,19.42,22.42,12,0.02954379841685295
677500,16.58,19.58,12,0.03744223713874817
678000,18.25,21.25,12,0.01869218982756138
678500,20.83,23.83,12,0.026153627783060074
679000,18.33,21.33,12,0.014244088903069496
679500,15.67,18.67,12,0.01960628293454647
680000,16.42,19.42,12,0.01123071275651455
680500,17.92,20.92,12,0.016521096229553223
681000,12.17,15.17,12,0.01126781851053238
681500,14.08,17.08,13,0.014853953383862972
682000,18.83,21.83,12,0.02648003399372101
682500,19.58,22.58,12,0.024137763306498528
683000,21.42,24.42,12,0.022480040788650513
683500,21.75,24.75,12,0.010472945868968964
684000,19.67,22.67,12,0.0221547894179821
684500,21.0,24.0,12,0.010898936539888382
685000,16.0,19.0,12,0.022704068571329117
685500,22.08,25.08,12,0.011959291994571686
686000,18.0,21.0,12,0.018860477954149246
686500,17.25,20.25,12,0.013322679325938225
687000,17.92,20.92,12,0.022049428895115852
687500,18.5,21.5,12,0.01418948546051979
688000,19.58,22.58,12,0.017099808901548386
688500,19.0,22.0,12,0.013107184320688248
689000,21.67,24.67,12,0.014568855985999107
689500,21.08,24.08,12,0.012947222217917442
690000,15.92,18.92,12,0.01243763417005539
690500,19.25,22.25,12,0.015879623591899872
691000,18.08,21.08,13,0.011506861075758934
691500,12.08,15.08,12,0.017037881538271904
692000,19.67,22.67,12,0.011096572503447533
692500,17.83,20.83,12,0.012402990832924843
693000,15.42,18.42,12,0.05351903662085533
693500,18.92,21.92,12,0.0290325079113245
694000,22.75,25.75,12,0.016832515597343445
694500,17.0,20.0,12,0.014365188777446747
695000,19.83,22.83,12,0.021217411383986473
695500,19.83,22.83,12,0.020938243716955185
696000,21.08,24.08,12,0.009957708418369293
696500,18.83,21.83,12,0.013284037820994854
697000,20.08,23.08,12,0.022349640727043152
697500,20.5,23.5,12,0.021946441382169724
698000,17.58,20.58,12,0.01823883131146431
698500,20.42,23.42,12,0.016764434054493904
699000,23.58,26.58,12,0.02276739478111267
699500,19.83,22.83,12,0.013160405680537224
700000,19.08,22.08,12,0.028858162462711334
700500,21.17,24.17,12,0.007895873859524727
701000,25.67,28.67,12,0.02154972217977047
701500,21.33,24.33,12,0.04168570786714554
702000,15.67,18.67,12,0.02419067546725273
702500,24.83,27.83,12,0.015187611803412437
703000,19.92,22.92,12,0.010193769820034504
703500,23.17,26.17,12,0.014973432756960392
704000,15.25,18.25,12,0.021912185475230217
704500,19.92,22.92,12,0.01740957796573639
705000,20.42,23.42,12,0.015199929475784302
705500,18.33,21.33,12,0.011964084580540657
706000,18.25,21.25,12,0.01637980341911316
706500,19.67,22.67,12,0.01691109873354435
707000,18.25,21.25,12,0.01831751875579357
707500,19.42,22.42,12,0.011334188282489777
708000,17.17,20.17,12,0.02110689878463745
708500,20.25,23.25,12,0.009637754410505295
709000,19.75,22.75,12,0.012418091297149658
709500,19.67,22.67,12,0.018209971487522125
710000,26.08,29.08,12,0.0191396065056324
710500,15.5,18.5,12,0.02903011068701744
711000,18.08,21.08,12,0.020093031227588654
711500,9.92,12.92,12,0.014119209721684456
712000,18.75,21.75,12,0.014196112751960754
712500,21.42,24.42,12,0.027451448142528534
713000,16.08,19.08,12,0.018095718696713448
713500,18.33,21.33,12,0.024352136999368668
714000,17.5,20.5,12,0.016314595937728882
714500,14.5,17.5,12,0.02684401534497738
715000,17.25,20.25,12,0.012506560422480106
715500,23.17,26.17,12,0.014517664909362793
716000,21.5,24.5,12,0.01625753752887249
716500,18.58,21.58,12,0.02647221088409424
717000,16.25,19.25,12,0.029921693727374077
717500,18.58,21.58,12,0.021547691896557808
718000,16.67,19.67,12,0.019486652687191963
718500,19.08,22.08,12,0.04565684124827385
719000,18.17,21.17,12,0.018959231674671173
719500,16.42,19.42,12,0.014185747131705284
720000,16.92,19.92,13,0.01395966112613678
720500,17.42,20.42,12,0.014068381860852242
721000,19.33,22.33,12,0.02972862310707569
721500,17.92,20.92,12,0.009963592514395714
722000,17.25,20.25,12,0.017940418794751167
722500,21.92,24.92,12,0.014577318914234638
723000,13.92,16.92,12,0.02047758921980858
723500,17.42,20.42,12,0.021516550332307816
724000,20.25,23.25,12,0.012689434923231602
724500,22.0,25.0,12,0.02603898197412491
725000,20.75,23.75,12,0.02452646568417549
725500,17.42,20.42,12,0.011386713944375515
726000,19.17,22.17,12,0.011452805250883102
726500,12.75,15.75,12,0.017379770055413246
727000,16.83,19.83,12,0.034356117248535156
727500,17.83,20.83,12,0.00904959999024868
728000,16.92,19.92,12,0.013501180335879326
728500,23.17,26.17,12,0.012430516071617603
729000,16.33,19.33,12,0.01501600444316864
729500,17.17,20.17,12,0.016886139288544655
730000,18.42,21.42,12,0.027191150933504105
730500,19.67,22.67,12,0.010395735502243042
731000,19.58,22.58,12,0.018474441021680832
731500,18.58,21.58,12,0.013475846499204636
732000,22.33,25.33,12,0.02486218884587288
732500,19.5,22.5,12,0.0172966830432415
733000,20.25,23.25,12,0.0174313522875309
733500,17.58,20.58,12,0.018145140260457993
734000,19.67,22.67,12,0.013500630855560303
734500,18.0,21.0,12,0.00971495732665062
735000,20.75,23.75,12,0.018694300204515457
735500,21.0,24.0,12,0.015676170587539673
736000,18.5,21.5,12,0.013381563127040863
736500,20.58,23.58,12,0.0119670070707798
737000,23.83,26.83,12,0.022331638261675835
737500,20.08,23.08,12,0.029097536578774452
738000,24.5,27.5,12,0.029953578487038612
738500,24.83,27.83,12,0.0377081036567688
739000,15.25,18.25,12,0.027063362300395966
739500,23.17,26.17,12,0.016248153522610664
740000,20.33,23.33,12,0.021456893533468246
740500,17.75,20.75,12,0.010928012430667877
741000,20.42,23.42,12,0.0162743479013443
741500,19.83,22.83,12,0.011099923402071
742000,16.5,19.5,12,0.01781192421913147
742500,25.08,28.08,12,0.037043917924165726
743000,19.5,22.5,12,0.014095937833189964
743500,21.42,24.42,12,0.017782360315322876
744000,19.58,22.58,12,0.022355997934937477
744500,15.33,18.33,12,0.03379496932029724
745000,16.33,19.33,12,0.014488170854747295
745500,20.17,23.17,12,0.021059537306427956
746000,19.67,22.67,12,0.03780870884656906
746500,21.42,24.42,12,0.02074708789587021
747000,22.17,25.17,12,0.04743777960538864
747500,20.17,23.17,12,0.017095038667321205
748000,24.42,27.42,12,0.010778580792248249
748500,17.0,20.0,12,0.012785065919160843
749000,17.67,20.67,12,0.019416846334934235
749500,18.58,21.58,12,0.013370638713240623
750000,12.08,15.08,12,0.013242530636489391
750500,15.0,18.0,12,0.024088427424430847
751000,15.67,18.67,12,0.03653766214847565
751500,19.92,22.92,12,0.01835966855287552
752000,17.83,20.83,12,0.02437995932996273
752500,19.67,22.67,12,0.024697106331586838
753000,22.0,25.0,12,0.040589794516563416
753500,24.83,27.83,12,0.011805538088083267
754000,18.42,21.42,12,0.01919017732143402
754500,21.0,24.0,12,0.011777756735682487
755000,20.08,23.08,12,0.013491102494299412
755500,21.83,24.83,12,0.02359486185014248
756000,18.83,21.83,12,0.02862679399549961
756500,23.5,26.5,12,0.009982005693018436
757000,23.5,26.5,12,0.013986820355057716
757500,21.25,24.25,12,0.013319732621312141
758000,22.58,25.58,12,0.017401041463017464
758500,19.58,22.58,12,0.022119570523500443
759000,22.83,25.83,12,0.010778021067380905
759500,17.5,20.5,12,0.0230161901563406
760000,18.42,21.42,12,0.018122276291251183
760500,14.75,17.75,12,0.01302366517484188
761000,19.92,22.92,12,0.021294936537742615
761500,21.58,24.58,12,0.01266304962337017
762000,19.25,22.25,12,0.02926987037062645
762500,22.08,25.08,12,0.009010992012917995
763000,20.5,23.5,12,0.023319728672504425
763500,22.08,25.08,12,0.024760542437434196
764000,21.92,24.92,12,0.02506985329091549
764500,21.08,24.08,12,0.03171968460083008
765000,20.0,23.0,12,0.014431956224143505
765500,25.08,28.08,12,0.015785381197929382
766000,19.17,22.17,12,0.01388073991984129
766500,21.0,24.0,12,0.014223258011043072
767000,21.92,24.92,12,0.016351301223039627
767500,22.75,25.75,12,0.018786843866109848
768000,22.0,25.0,12,0.012649653479456902
768500,18.08,21.08,12,0.025698455050587654
769000,19.0,22.0,12,0.027605965733528137
769500,22.67,25.67,12,0.009246870875358582
770000,22.58,25.58,12,0.01629265956580639
770500,20.17,23.17,12,0.02385854162275791
771000,19.17,22.17,12,0.02610534429550171
771500,25.42,28.42,12,0.02452060393989086
772000,19.33,22.33,12,0.012141955085098743
772500,13.58,16.58,12,0.014976490288972855
773000,19.42,22.42,12,0.03744139149785042
773500,18.42,21.42,12,0.01307668723165989
774000,21.58,24.58,12,0.051140837371349335
774500,17.25,20.25,12,0.011863881722092628
775000,20.17,23.17,12,0.015429211780428886
775500,20.0,23.0,12,0.03093719854950905
776000,15.25,18.25,12,0.04767083376646042
776500,20.67,23.67,12,0.020572597160935402
777000,21.0,24.0,12,0.011382171884179115
777500,22.5,25.5,12,0.01000595185905695
778000,21.17,24.17,12,0.016218213364481926
778500,17.67,20.67,12,0.01750236190855503
779000,16.46,19.46,13,0.04292917251586914
779500,19.67,22.67,12,0.013410084880888462
780000,23.33,26.33,12,0.041531890630722046
780500,18.92,21.92,12,0.012679911218583584
781000,19.67,22.67,12,0.014995644800364971
781500,18.17,21.17,12,0.02081340178847313
782000,19.77,22.77,13,0.02091234363615513
782500,17.25,20.25,12,0.022275786846876144
783000,22.0,25.0,12,0.02576163038611412
783500,14.92,17.92,12,0.01389464270323515
784000,21.17,24.17,12,0.02320137247443199
784500,23.17,26.17,12,0.02123570814728737
785000,17.25,20.25,12,0.03126180171966553
785500,22.83,25.83,12,0.015360653400421143
786000,16.75,19.75,12,0.016652215272188187
786500,23.25,26.25,12,0.011063555255532265
787000,17.67,20.67,12,0.015807747840881348
787500,18.42,21.42,12,0.03319868445396423
788000,19.25,22.25,12,0.026347845792770386
788500,13.58,16.58,12,0.02552281692624092
789000,21.17,24.17,12,0.011611821129918098
789500,22.33,25.33,12,0.017856886610388756
790000,20.33,23.33,12,0.01586594432592392
790500,18.25,21.25,12,0.030906222760677338
791000,20.5,23.5,12,0.011179312132298946
791500,17.92,20.92,12,0.014775728806853294
792000,21.42,24.42,12,0.023732542991638184
792500,25.42,28.42,12,0.01194390282034874
793000,19.0,22.0,12,0.015592310577630997
793500,21.75,24.75,12,0.007983500137925148
794000,23.75,26.75,12,0.013671362772583961
794500,25.54,28.54,13,0.00969444029033184
795000,17.58,20.58,12,0.01883268542587757
795500,21.5,24.5,12,0.012811337597668171
796000,26.08,29.08,12,0.02145184949040413
796500,18.67,21.67,12,0.015135476365685463
797000,18.83,21.83,12,0.02141105756163597
797500,17.0,20.0,12,0.025632835924625397
798000,22.17,25.17,12,0.011442216113209724
798500,21.67,24.67,12,0.01128348708152771
799000,17.83,20.83,12,0.01656581461429596
799500,18.33,21.33,12,0.01757003366947174
800000,19.0,22.0,12,0.008134578354656696
800500,20.67,23.67,12,0.009994667023420334
801000,26.67,29.67,12,0.015850935131311417
801500,21.25,24.25,12,0.013197679072618484
802000,23.33,26.33,12,0.01764751225709915
802500,19.67,22.67,12,0.00788888055831194
803000,20.92,23.92,12,0.013231910765171051
803500,21.5,24.5,12,0.013135619461536407
804000,22.5,25.5,12,0.01382596418261528
804500,19.58,22.58,12,0.009446976706385612
805000,24.08,27.08,12,0.01903899759054184
805500,22.58,25.58,12,0.008297567255795002
806000,24.58,27.58,12,0.008987510576844215
806500,17.92,20.92,12,0.015892593190073967
807000,23.33,26.33,12,0.0314854271709919
807500,24.5,27.5,12,0.007414733525365591
808000,21.33,24.33,12,0.006703777238726616
808500,19.25,22.25,12,0.027186289429664612
809000,26.75,29.75,12,0.017681565135717392
809500,21.58,24.58,12,0.018328476697206497
810000,18.83,21.83,12,0.033193960785865784
810500,16.42,19.42,12,0.007812608033418655
811000,20.75,23.75,12,0.010471982881426811
811500,22.0,25.0,12,0.022717541083693504
812000,20.83,23.83,12,0.014402741566300392
812500,23.08,26.08,12,0.01919497922062874
813000,23.17,26.17,12,0.011147021315991879
