iteration,reward_mean,length_mean,games,loss
996500,13.92,16.92,12,0.017020555213093758
997000,21.5,24.5,12,0.012289277277886868
997500,20.67,23.67,12,0.013032364659011364
998000,18.67,21.67,12,0.019148120656609535
998500,16.0,19.0,12,0.026624979451298714
999000,18.92,21.92,12,0.021724309772253036
999500,21.42,24.42,12,0.036530751734972
1000000,19.33,22.33,12,0.015535950660705566
1000500,18.17,21.17,12,0.01210447121411562
1001000,16.75,19.75,12,0.01455722562968731
1001500,25.75,28.75,12,0.008155196905136108
1002000,23.25,26.25,12,0.020355161279439926
1002500,19.17,22.17,12,0.008688919246196747
1003000,18.67,21.67,12,0.020739344879984856
1003500,19.67,22.67,12,0.013367081061005592
1004000,19.33,22.33,12,0.008459649048745632
1004500,15.0,18.0,12,0.019034968689084053
1005000,21.5,24.5,12,0.00998290628194809
1005500,20.58,23.58,12,0.007568586152046919
1006000,15.0,18.0,12,0.017340362071990967
1006500,21.25,24.25,12,0.010213697329163551
1007000,19.42,22.42,12,0.0078112343326210976
1007500,19.83,22.83,12,0.03327864035964012
1008000,20.17,23.17,12,0.016728393733501434
1008500,15.5,18.5,12,0.007093455642461777
1009000,15.42,18.42,12,0.011621762067079544
1009500,19.58,22.58,12,0.01898716576397419
1010000,18.08,21.08,12,0.00853105541318655
1010500,20.83,23.83,12,0.021664753556251526
1011000,14.83,17.83,12,0.022493667900562286
1011500,16.75,19.75,12,0.009173178113996983
1012000,15.83,18.83,12,0.016523584723472595
1012500,12.75,15.75,12,0.010460012592375278
1013000,18.67,21.67,12,0.02364310994744301
1013500,14.92,17.92,12,0.027133038267493248
1014000,17.75,20.75,12,0.015889011323451996
1014500,16.83,19.83,12,0.01316886767745018
1015000,15.75,18.75,12,0.01254577562212944
1015500,18.92,21.92,12,0.024380750954151154
1016000,22.58,25.58,12,0.016739042475819588
1016500,25.25,28.25,12,0.02304980717599392
1017000,19.0,22.0,12,0.027751890942454338
1017500,19.67,22.67,12,0.017641007900238037
1018000,23.0,26.0,12,0.009878147393465042
1018500,21.83,24.83,12,0.017913371324539185
1019000,22.25,25.25,12,0.03680925816297531
1019500,18.08,21.08,12,0.012005158700048923
1020000,14.58,17.58,12,0.025831010192632675
1020500,16.58,19.58,12,0.028883013874292374
1021000,18.17,21.17,12,0.030988074839115143
1021500,16.58,19.58,12,0.016611604019999504
1022000,21.17,24.17,12,0.014559527859091759
1022500,17.5,20.5,12,0.008336929604411125
1023000,24.08,27.08,12,0.021334577351808548
1023500,23.0,26.0,13,0.038812875747680664
1024000,20.17,23.17,12,0.017078621312975883
1024500,18.0,21.0,12,0.016149941831827164
1025000,21.58,24.58,12,0.02075006440281868
1025500,19.92,22.92,12,0.01813293807208538
1026000,21.75,24.75,12,0.008982539176940918
1026500,19.25,22.25,12,0.0242336206138134
1027000,16.42,19.42,12,0.010507745668292046
1027500,17.08,20.08,12,0.019069083034992218
1028000,23.0,26.0,12,0.011939546093344688
1028500,18.67,21.67,12,0.012392252683639526
1029000,21.08,24.08,12,0.017811749130487442
1029500,22.0,25.0,12,0.010748308151960373
1030000,17.0,20.0,12,0.014006242156028748
1030500,19.17,22.17,12,0.026130983605980873
1031000,20.75,23.75,12,0.010786683298647404
1031500,25.5,28.5,12,0.009762777015566826
1032000,21.75,24.75,12,0.05162886902689934
1032500,15.42,18.42,12,0.02714349888265133
1033000,16.67,19.67,12,0.007693992927670479
1033500,22.0,25.0,12,0.02049296908080578
1034000,17.42,20.42,12,0.011754946783185005
1034500,23.75,26.75,12,0.023190371692180634
1035000,21.17,24.17,12,0.014714226126670837
1035500,13.0,16.0,12,0.012642868794500828
1036000,15.58,18.58,12,0.022758612409234047
1036500,19.83,22.83,12,0.02226898819208145
1037000,24.75,27.75,12,0.018400877714157104
1037500,22.08,25.08,12,0.019086774438619614
1038000,23.58,26.58,12,0.01375746913254261
1038500,24.58,27.58,12,0.0066968826577067375
1039000,16.33,19.33,12,0.00968472845852375
1039500,24.75,27.75,12,0.015302247367799282
1040000,23.08,26.08,12,0.009084987454116344
1040500,21.58,24.58,12,0.007372123654931784
1041000,21.5,24.5,12,0.03260529041290283
1041500,22.17,25.17,12,0.008519324474036694
1042000,22.33,25.33,12,0.022277574986219406
1042500,20.33,23.33,12,0.009835995733737946
1043000,23.92,26.92,12,0.020307976752519608
1043500,19.0,22.0,12,0.01357027143239975
1044000,24.25,27.25,12,0.013032493181526661
1044500,23.5,26.5,12,0.006798585411161184
1045000,23.5,26.5,12,0.015130488201975822
1045500,19.33,22.33,12,0.022231878712773323
1046000,22.33,25.33,12,0.01219577994197607
1046500,23.58,26.58,12,0.034090086817741394
1047000,15.75,18.75,12,0.009686753153800964
1047500,18.92,21.92,12,0.015568500384688377
1048000,20.0,23.0,12,0.03490584343671799
1048500,17.5,20.5,12,0.030183933675289154
1049000,20.67,23.67,12,0.005853952839970589
1049500,23.83,26.83,12,0.006523418240249157
1050000,23.58,26.58,12,0.018394876271486282
1050500,16.42,19.42,12,0.006629025097936392
1051000,26.08,29.08,12,0.008161921985447407
1051500,22.0,25.0,12,0.01587875932455063
1052000,23.33,26.33,12,0.0074966163374483585
1052500,21.92,24.92,12,0.03182182461023331
1053000,19.58,22.58,12,0.024643119424581528
1053500,22.08,25.08,12,0.008176296949386597
1054000,23.92,26.92,12,0.010707825422286987
1054500,19.75,22.75,12,0.011252300813794136
1055000,25.67,28.67,12,0.018814977258443832
1055500,19.25,22.25,12,0.016856908798217773
1056000,21.75,24.75,12,0.015141810290515423
1056500,17.75,20.75,12,0.012988566420972347
1057000,22.5,25.5,12,0.008992199786007404
1057500,21.17,24.17,12,0.009090293198823929
1058000,19.58,22.58,12,0.007877105847001076
1058500,20.17,23.17,12,0.008478112518787384
1059000,19.17,22.17,12,0.00972840003669262
1059500,16.0,19.0,12,0.013247168622910976
1060000,19.83,22.83,12,0.009854916483163834
1060500,19.0,22.0,12,0.018789861351251602
1061000,16.08,19.08,12,0.011709678918123245
1061500,21.17,24.17,12,0.010759501717984676
1062000,18.25,21.25,12,0.03055397793650627
1062500,18.58,21.58,12,0.009229816496372223
1063000,20.17,23.17,12,0.02069462090730667
1063500,22.42,25.42,12,0.014764373190701008
1064000,18.92,21.92,12,0.0106956847012043
1064500,18.08,21.08,12,0.015133841894567013
1065000,16.67,19.67,12,0.00931295845657587
1065500,19.83,22.83,12,0.014795633964240551
1066000,25.0,28.0,12,0.010425848886370659
1066500,22.42,25.42,12,0.01936570182442665
1067000,19.5,22.5,12,0.024101415649056435
1067500,18.08,21.08,12,0.007691558450460434
1068000,21.58,24.58,12,0.008032793179154396
1068500,19.0,22.0,12,0.010584276169538498
1069000,19.08,22.08,12,0.02163970097899437
1069500,19.42,22.42,12,0.009100663475692272
1070000,22.17,25.17,12,0.01201994251459837
1070500,21.33,24.33,12,0.015814270824193954
1071000,16.25,19.25,12,0.007924366742372513
1071500,23.17,26.17,12,0.014413408003747463
1072000,14.0,17.0,12,0.03647267818450928
1072500,22.42,25.42,12,0.021393869072198868
1073000,19.42,22.42,12,0.008658609353005886
1073500,17.92,20.92,12,0.022051190957427025
1074000,21.0,24.0,12,0.019750239327549934
1074500,20.33,23.33,12,0.01597335748374462
1075000,23.5,26.5,12,0.010021533817052841
1075500,19.83,22.83,12,0.012805167585611343
1076000,15.0,18.0,12,0.007738776039332151
1076500,16.75,19.75,12,0.006904901470988989
1077000,17.5,20.5,12,0.010452352464199066
1077500,16.67,19.67,12,0.01705290377140045
1078000,22.92,25.92,12,0.008579340763390064
1078500,22.58,25.58,12,0.008477131836116314
1079000,19.54,22.54,13,0.010076288133859634
1079500,19.75,22.75,12,0.010934845544397831
1080000,23.08,26.08,12,0.00723609421402216
1080500,22.25,25.25,12,0.03637488931417465
1081000,20.92,23.92,12,0.01237423624843359
1081500,20.75,23.75,12,0.005492561962455511
1082000,20.25,23.25,12,0.013086080551147461
1082500,23.08,26.08,12,0.011267171241343021
1083000,14.67,17.67,12,0.01090134959667921
1083500,20.75,23.75,12,0.007178237661719322
1084000,19.42,22.42,12,0.01972917839884758
1084500,25.58,28.58,12,0.02319682389497757
1085000,20.33,23.33,12,0.011364644393324852
1085500,20.5,23.5,12,0.012485099025070667
1086000,25.5,28.5,12,0.010407157242298126
1086500,22.0,25.0,12,0.012671560980379581
1087000,13.75,16.75,12,0.01899266615509987
1087500,17.08,20.08,12,0.014224664308130741
1088000,14.33,17.33,12,0.028088439255952835
1088500,14.58,17.58,12,0.04266975820064545
1089000,14.0,17.0,12,0.013157784938812256
1089500,20.58,23.58,12,0.009562455117702484
1090000,15.0,18.0,12,0.01767667569220066
1090500,18.83,21.83,12,0.04335831105709076
1091000,17.08,20.08,12,0.012310200370848179
1091500,22.17,25.17,12,0.04241717606782913
1092000,22.58,25.58,12,0.006995153147727251
1092500,15.17,18.17,12,0.010990431532263756
1093000,17.5,20.5,12,0.03335891664028168
1093500,18.5,21.5,12,0.006517731584608555
